method,status,dataset_name,train_samples,num_train_examples,epochs,batch_size,micro_batch_size,effective_batch_size,gradient_accumulation_steps,max_seq_length,optimizer,lr_scheduler,warmup_ratio,loraxs_initialization_seconds,loraxs_latent_modules,warmup_steps,optimizer_steps,micro_steps,train_seconds,avg_step_seconds,avg_step_seconds_after_warmup,tokens_per_second,samples_per_second,trainable_params,trainable_percent,peak_allocated_mb,peak_reserved_mb,model_load_seconds,adapter_setup_seconds,adapter_save_path,adapter_save_seconds,adapter_file_size_mb,end_to_end_seconds,loss_first,loss_last,grad_norm_first,grad_norm_last,grad_norm_avg,learning_rate_first,learning_rate_last,error
lora,success,meta-math/MetaMathQA-40K,0,40000,2,64,2,64,32,512,adamw,cosine,0.1,,,125,1250,40000,5866.14065979,4.691882006299189,4.691411397930278,3060.880575721276,13.637586385946614,9175040,0.28476890018500445,11584.91455078125,13402.0,1.8370085219994507,0.09589437600061501,/home/rllab/haechan/peft/haechan/results/math_time_compare/20260618-170629/adapters/lora,0.584070173001237,51.4334077835083,5872.320728648,0.7289085052907467,0.2901260768994689,0.38169237971305847,0.6576061248779297,0.5657516792535782,8.000000000000001e-07,0.0,
